pregunta,opciones,respuesta,dificultad,universidad,tema,imagen
Idea principal del párrafo 4,A) Lo bello es una peculiaridad del arte ; B) La estética es el estudio de lo bello ; C) Lo bello es una peculiaridad del arte,A,0.5,UNAM,Estética,
Según el párrafo 2 cómo se define la estética,A) El estudio de lo bello ; B) Como puente para conectar ambos conceptos ; C) EL estudio de la sensibilidad en general,C,0.5,UNAM,Estética,
Sinónimo de efímero,A) Momentáneo ; B) Permanente ; C) Eterno ; D) Infinito,A,0.3,UNAM,General,
¿Con qué palabra se puede sustituir Cosquilleo en el párrafo 5?,A) Inquietud ; B) Emoción ; C) Sentimiento ; D) Pasión,A,0.5,UNAM,Estética,
¿Cómo son los artistas de estos tiempos según el último párrafo?,"A) Críticos, creativos ; B) Alocados, ilimitados ; C) Burgueses inmortalizados ; D) Tradicionales",B,0.5,UNAM,Estética,
La editorial de un periódico se puede comparar con:,A) Noticia ; B) Opinión o postura del periódico sobre un hecho ; C) Anuncio ; D) Reportaje,B,0.5,UNAM,General,
Función apelativa,A) Intenta convencer o persuadir ; B) Intenta informar ; C) Intenta describir ; D) Intenta narrar,A,0.5,UNAM,General,
¿Qué tipo de ficha es? “La Jornada #21….”,A) Ficha bibliográfica ; B) Ficha hemerográfica ; C) Ficha de archivo ; D) Ficha de investigación,B,0.5,UNAM,General,
El pobre VAGABUNDO vaga por el mundo. Identifica el núcleo del sujeto,A) Vagabundo ; B) Pobre ; C) Mundo ; D) Vaga,A,0.5,UNAM,General,
Ortografía correcta para: No te de_es re_elar por que las e_idencias no se deben re_elar,A) b-b-v-v ; B) v-v-b-b ; C) b-v-b-v ; D) v-b-v-b,A,0.5,UNAM,General,
"¿Qué significa la siguiente analogía? “Ella es como paloma al nido, y yo soy león al campo de batalla.”",A) La mujer está destinada a trabajar en su casa y el hombre a trabajar fuera ; B) La mujer es débil y el hombre es fuerte ; C) La mujer es pacífica y el hombre es agresivo ; D) La mujer es libre y el hombre es prisionero,A,0.5,UNAM,General,
Función de la lengua en: Hombre cohete araña y rompe su tela.,A) Poética ; B) Narrativa ; C) Descriptiva ; D) Expositiva,A,0.5,UNAM,General,
Identifica el párrafo con redacción correcta,"A) Investigaciones recientes del Instituto Nacional de Investigadores Forestales, Agrícolas y Pecuarias (INFAP) de la Universidad Nacional Autónoma de México (UNAM) revelaron las sustancias activas en las plantas. ; B) Las investigaciones del INFAP y la UNAM descubrieron las sustancias activas en las plantas. ; C) El INFAP y la UNAM encontraron las sustancias activas en las plantas. ; D) La UNAM y el INFAP investigaron las sustancias activas en las plantas.",A,0.5,UNAM,General,
Identifica la narración correcta:,"A) Los caballeros medievales quienes leían novelas de caballería buscaban el realismo, iban a torneos, cruzadas y en épocas de paz; entrenaban para la guerra como la que hubo en 1310. ; B) Los caballeros medievales eran valientes y fuertes, iban a la guerra y luchaban por su rey. ; C) Los caballeros medievales eran débiles y cobardes, no iban a la guerra y se escondían en sus castillos. ; D) Los caballeros medievales eran pacíficos y amaban la naturaleza, no iban a la guerra y se dedicaban a la caza.",A,0.5,UNAM,General,
"En el siguiente fragmento sobre el curriculum de vitae, responde ¿por qué es una descripción?",A) Porque se dan características y se explican ; B) Porque se narran hechos y se describen ; C) Porque se exponen ideas y se argumentan ; D) Porque se preguntan dudas y se responden,A,0.5,UNAM,General,
Redacción y ortografía correcta,"A) A las ideas que fueron expuestas les faltaban pruebas que, sin embargo, fueron aceptadas. ; B) Las ideas que se expusieron no tenían pruebas, pero se aceptaron. ; C) Las ideas que se presentaron tenían pruebas, pero no se aceptaron. ; D) Las ideas que se expusieron tenían pruebas y se aceptaron.",A,0.5,UNAM,General,
"Identifica la oración principal: “Desde que te fuiste hace un mes, el departamento de ventas es un caos.”",A) El departamento de ventas es un caos. ; B) Desde que te fuiste hace un mes. ; C) El departamento de ventas es un éxito. ; D) El departamento de ventas es un desastre.,A,0.5,UNAM,General,
Antónimo de Sensato,A) Irracional ; B) Racional ; C) Emocional ; D) Intuitivo,A,0.5,UNAM,General,
Autor Chileno escritor de veinte poemas de amor,A) Pablo Neruda ; B) Gabriela Mistral ; C) Isabel Allende ; D) Mario Vargas Llosa,A,0.5,UNAM,Literatura,
Narración breve con pocos personajes,A) Cuento ; B) Novela ; C) Poema ; D) Ensayo,A,0.5,UNAM,Literatura,
Tipo de texto que señala los nombres de los personajes y la forma de su intervención mediante acotaciones,A) Dramático ; B) Narrativo ; C) Descriptivo ; D) Expositivo,A,0.5,UNAM,Literatura,
Según la poética de Aristóteles,"A) La épica es objetiva, narra hazañas, historias de héroes, dioses y hechos históricos. La lírica es subjetiva y exalta sentimientos y lo dramático está hecho para ser representado. ; B) La épica es subjetiva, narra sentimientos, historias de amor y hechos cotidianos. La lírica es objetiva y exalta hazañas, historias de héroes, dioses y hechos históricos. ; C) La épica es narrativa, narra historias de aventuras, amor y desamor. La lírica es descriptiva y exalta la naturaleza, la belleza y la verdad. ; D) La épica es descriptiva, narra la naturaleza, la belleza y la verdad. La lírica es narrativa y exalta historias de aventuras, amor y desamor.",A,0.5,UNAM,Literatura,
Personaje opuesto al protagonista,A) Antagonista ; B) Protagonista ; C) Deuteragonista ; D) Tragonista,A,0.5,UNAM,Literatura,
Características del Realismo,A) Plantea la realidad y busca la objetividad ; B) Plantea la fantasía y busca la subjetividad ; C) Plantea la utopía y busca la idealidad ; D) Plantea la distopía y busca la crítica,A,0.5,UNAM,Literatura,
¿Cuál es la capacidad de cada frasco?,A) 3 litros ; B) 4 litros ; C) 5 litros ; D) 6 litros,A,0.5,BAUP,General,
¿Cuál es la mínima distancia a la que debe situarse una persona si su visión mínima es de 25cm?,A) 15cm ; B) 20cm ; C) 25cm ; D) 30cm,A,0.5,BAUP,General,
¿Cuánto se deformará el resorte si se le aplica una fuerza de 15N?,A) 4cm ; B) 6cm ; C) 8cm ; D) 10cm,B,0.5,BAUP,General,
¿Cuál es la potencia del elevador que sube a una velocidad de 5m/s?,A) 10000 W ; B) 20000 W ; C) 25000 W ; D) 30000 W,C,0.5,BAUP,General,
¿Cuál es la potencia del elevador que sube hasta 20m en 5 s?,A) 10000 W ; B) 15000 W ; C) 20000 W ; D) 25000 W,C,0.5,BAUP,General,
¿Con qué prueba se calcula la edad de los fósiles?,A) Carbono 14 ; B) Oxígeno 16 ; C) Nitrógeno 14 ; D) Helio 4,A,0.5,BAUP,General,
¿Por qué el plomo se derrite a una temperatura más baja que el cobre?,A) Tiene menor calor latente de fusión ; B) Tiene mayor calor latente de fusión ; C) Tiene menor capacidad térmica específica ; D) Tiene mayor capacidad térmica específica,A,0.5,BAUP,General,
¿Cuál es la condición para que un cuerpo transfiera temperatura a otro?,A) Que se encuentren a la misma temperatura ; B) Que se encuentren a diferentes temperaturas ; C) Que tengan la misma capacidad térmica específica ; D) Que tengan diferente capacidad térmica específica,B,0.5,BAUP,General,
¿Qué caracteriza al cuento?,A) Muchos personajes ; B) Pocos personajes ; C) Un argumento complejo ; D) Un lenguaje poético,B,0.5,BAUP,General,
¿Qué es la paráfrasis?,A) Una forma de expresar una idea de manera diferente ; B) Una forma de expresar una idea de manera similar ; C) Una forma de expresar una idea de manera opuesta ; D) Una forma de expresar una idea de manera confusa,A,0.5,BAUP,General,
¿Qué es el anabolismo?,A) Un proceso de descomposición de moléculas ; B) Un proceso de síntesis de moléculas ; C) Un proceso de transporte de moléculas ; D) Un proceso de almacenamiento de moléculas,B,0.5,BAUP,General,
¿Qué es la herencia de carácter?,A) La transmisión de características de los padres a los hijos ; B) La transmisión de características de los hijos a los padres ; C) La transmisión de características de los hermanos a los hermanos ; D) La transmisión de características de los abuelos a los nietos,A,0.5,BAUP,General,
¿Qué es la enfermedad en la que los hijos varones son afectados y las mujeres no?,A) Enfermedad genética ; B) Enfermedad infecciosa ; C) Enfermedad degenerativa ; D) Enfermedad autoinmune,A,0.5,BAUP,General,
¿Qué es el ácido carboxílico?,A) Un ácido que contiene un grupo carboxilo ; B) Un ácido que contiene un grupo amino ; C) Un ácido que contiene un grupo hidroxilo ; D) Un ácido que contiene un grupo alquilo,A,0.5,BAUP,General,
¿Qué es el alcano?,A) Un hidrocarburo que contiene un enlace sencillo entre carbono y carbono ; B) Un hidrocarburo que contiene un enlace doble entre carbono y carbono ; C) Un hidrocarburo que contiene un enlace triple entre carbono y carbono ; D) Un hidrocarburo que contiene un enlace cuádruple entre carbono y carbono,A,0.5,BAUP,General,
¿Qué es el alqueno?,A) Un hidrocarburo que contiene un enlace sencillo entre carbono y carbono ; B) Un hidrocarburo que contiene un enlace doble entre carbono y carbono ; C) Un hidrocarburo que contiene un enlace triple entre carbono y carbono ; D) Un hidrocarburo que contiene un enlace cuádruple entre carbono y carbono,B,0.5,BAUP,General,
¿Qué es el alquino?,A) Un hidrocarburo que contiene un enlace sencillo entre carbono y carbono ; B) Un hidrocarburo que contiene un enlace doble entre carbono y carbono ; C) Un hidrocarburo que contiene un enlace triple entre carbono y carbono ; D) Un hidrocarburo que contiene un enlace cuádruple entre carbono y carbono,C,0.5,BAUP,General,
¿A qué temperatura en °C se da más rápido una reacción?,A) 20°C ; B) 50°C ; C) 70°C ; D) 100°C,C,0.5,BAUP,General,
¿Qué es el electrolito fuerte?,A) Un electrolito que se disocia completamente en solución acuosa ; B) Un electrolito que se disocia parcialmente en solución acuosa ; C) Un electrolito que no se disocia en solución acuosa ; D) Un electrolito que se disocia en solución acuosa pero no conduce electricidad,A,0.5,BAUP,General,
¿Qué es el grupo amino?,A) Un grupo funcional que contiene un átomo de nitrógeno ; B) Un grupo funcional que contiene un átomo de oxígeno ; C) Un grupo funcional que contiene un átomo de carbono ; D) Un grupo funcional que contiene un átomo de hidrógeno,A,0.5,BAUP,General,
¿Qué es el vinagre?,A) Un ácido carboxílico ; B) Un ácido sulfúrico ; C) Un ácido nítrico ; D) Un ácido clorhídrico,A,0.5,BAUP,General,
¿Qué es la acetona?,A) Un alcano ; B) Un alqueno ; C) Un alquino ; D) Un compuesto orgánico que contiene un grupo cetona,D,0.5,BAUP,General,
¿Qué es el óxido básico?,A) Un compuesto que contiene un metal y oxígeno ; B) Un compuesto que contiene un no metal y oxígeno ; C) Un compuesto que contiene un metal y un no metal ; D) Un compuesto que contiene solo oxígeno,A,0.5,BAUP,General,
¿Qué es la estructura de un ácido carboxílico?,A) R-COOH ; B) R-CO ; C) R-OH ; D) R-NH2,A,0.5,BAUP,General,
¿Qué es el ácido más fuerte?,A) H2SO4 ; B) HCl ; C) HNO3 ; D) H3PO4,A,0.5,BAUP,General,
¿Qué es la antónimo de pugna?,A) Renuncia ; B) Lucha ; C) Competencia ; D) Rivalidad,A,0.5,BAUP,General,
¿Qué función de la lengua se utiliza en el siguiente fragmento? Esa silla es roja,A) emotiva ; B) apelativa ; C) referencial ; D) poética,C,0.5,UNAM,Lenguaje,
"En los siguientes textos elige la función de la lengua que predomina. En cambio tú, querida amiga, amigo querido, te despiertas a las dos de la mañana por no saber qué hacer o a quién recurrir para pagar la letra del coche...",A) poética ; B) sintomática ; C) apelativa ; D) referencial,C,0.5,UNAM,Lenguaje,
Selecciona el enunciado que aplica con mayor propiedad la función referencial de la lengua.,"A) Mil novecientos catorce, mes de junio, veintitrés de junio, fue tomada Zacatecas entre las cinco y las seis de la tarde. ; B) Miguel Hidalgo ilustra muy bien el tiempo que tocó vivir y el cómo lo vivió, este tipo de caudillo. ; C) En atención al decreto del 24 de octubre de 1853 por el presidente Gómez Farías, el 2 de abril de 1844 fue inaugurada la Biblioteca Nacional de México. ; D) El inquieto y polifacético ingeniero Félix F. Palavicini, quien nació en Teapa, Tabasco, el 30 de marzo de 1881, se distinguió acérrimo, como periodista, escritor, diplomático.",C,0.6,UNAM,Lenguaje,
"¿Qué función de la lengua predomina en el siguiente fragmento? Los lapidarios mexicanos, no solamente tenían conocimiento de las piedras preciosas, sino también sabían trabajarlas y grabar en ellas cuanto querían.",A) metalingüística ; B) apelativa ; C) sintomática ; D) referencial,D,0.5,UNAM,Lenguaje,
¿Cuál es la función de la lengua que predomina en el siguiente enunciado? El catecismo consiste en aprender de memoria las oraciones principales.,A) metalingüística ; B) referencial ; C) apelativa ; D) sintomática,B,0.5,UNAM,Lenguaje,
"Si se condiciona al interlocutor, buscando convencerlo, la función de la lengua es:",A) metalingüística ; B) referencial ; C) apelativa ; D) emotiva,C,0.5,UNAM,Lenguaje,
¿Cuál de las siguientes expresiones tiene la función apelativa de la lengua?,A) Tanto la cantidad como la velocidad de la información crecen cada día. ; B) Los responsables de la política económica de hoy son menos capaces que los de antes. ; C) La república Mexicana tiene una extensión de casi dos millones de kilómetros cuadrados. ; D) El dinero cada día alcanza menos para adquirir lo indispensable.,B,0.6,UNAM,Lenguaje,
Recóndita virtud de aquellas cosas que se amplían en el alma a la manera del vidrio de una esfera.,A) metalingüística ; B) sintáctica ; C) poética ; D) fática,C,0.7,UNAM,Lenguaje,
Elige la función de la lengua que predomina en el siguiente enunciado: Hombre cohete y también golondrina araña en vela que hila con hilos su tela.,A) Referencial ; B) Apelativa ; C) Reflexiva ; D) Poética,D,0.7,UNAM,Lenguaje,
"La vereda subía entre yerbas, llena de espinas y de malas mujeres. Parecía un camino de hormigas de tan angosto.",A) narrativa ; B) descriptiva ; C) literaria ; D) dramática,B,0.6,UNAM,Lenguaje,
"Cuando cansado de estos juegos llevaba el rebaño al otro extremo de gran Ilanura, seguía a la serpiente como un gozquecillo enroscándose a sus piernas le llegaba hasta el cuello, permaneciendo allí como inmóvil o muerta, con sus ojos de diamante fijos en los del pastor, erizándole el vello de su cara con el silbido de su boca triangular.",A) argumentación- descripción ; B) narración- argumentación ; C) argumentación- diálogo ; D) descripción- narración,D,0.7,UNAM,Lenguaje,
"En tanto que Sancho Panza y su mujer, Teresa Casajo, pasaron la impertinente referida plática, no estaban ociosas las sobrinas y el ama de don Quijote, que por mil señales iban coligiendo que...",A) descriptivo ; B) narrativo ; C) argumentativo ; D) filosófico,B,0.6,UNAM,Lenguaje,
"¿Qué forma del discurso predomina en el siguiente párrafo? Recuerdo la noche cuando la bruja apareció por última vez, era domingo. Como siempre, fui a la cama un minuto antes de las dos de la madrugada. Miré la hora: antes de las dos, marcaba el reloj.",A) Narración ; B) Monólogo ; C) Descripción ; D) Argumentación,A,0.5,UNAM,Lenguaje,
"¿Qué función de la lengua se presenta en el siguiente párrafo? El nuevo organista, después de atravesar por medio de los fieles que ocupaban las naves para ir a besar al arzobispo, había subido a la tribuna donde tocaba, uno tras otro, los registros del órgano.",A) descripción ; B) narración ; C) exposición,B,0.6,UNAM,Lenguaje,
Fragmento en que predomina la narración:,"A) Su alcoba, seguramente mudo testigo de apasionados sueños, encontraba velada por cortinajes rígidos como extrañas ondulaciones de nubes densas, y ella flotaba, persistente, el humo denso de los cigarros. Estaba amueblada con un pesado ajuar de pino, herencia de unos tíos lejanos y multimillonarios. ; B) El cóccix es un pequeño hueso triangular situado en la extremidad caudal de la columna vertebral, por debajo del sacro, está formado por cuatro o cinco vértebras rudimentarias casi siempre al cuerpo vertebral. En la primera de ellas, existen todavía dos pequeñas apófisis laterales orientadas transversalmente. ; C) Probablemente creerá que soy una embaucadora, dijo la extraña mujer de la casa. Salimos rápidamente, buscamos un taxi y llegamos a nuestro destino. ; D) 'Probablemente creerá que soy una embaucadora', dijo la extraña mujer de la casa. Su perro, pastor alemán de gran tamaño y de aspecto tranquilo y fiel, agachó sus orejas y sus negros ojos se fijaron en el extraño.",C,0.6,UNAM,Lenguaje,
Opción en la que predomina la NARRACIÓN.,"A) Un muchacho gordiflon, de piel morena y reluciente, vestido de blanco y con un sombrero de paja, se acercó a ver al hombre. ; B) ¿Tan vieja me hallas que me crees moribunda? Nada de eso, sólo siento miedo de que no te guste México. ; C) Se van; a las ocho de la mañana llega un taxi a buscarlas; el chofer negro ríe y bromea bajando ellas las maletas y los grandes sombreros de paja. ; D) Entretanto, el sol ha desaparecido, el aire tiembla en torno a las hojas y las siluetas de las montañas palidecen poco a poco y se disuelven.",A,0.5,UNAM,Lenguaje,
"¿Qué tipo de texto es el siguiente párrafo? El vocabulo de Coyoacán es el resultado de una serie de transformaciones que ha sufrido en escritura y pronunciación desde la palabra náhuatl náhuatl. Las versiones más aceptadas que lo definen como: lugar de los que tienen coyotes, basada en la explicación del toponímico Coyohuacan, que justifica la intrusión del coyote y el...",A) descripción ; B) narración ; C) argumentación ; D) relación,C,0.6,UNAM,Lenguaje,
¿En cuál de las siguientes opciones existe una argumentación?,"A) El pleno de la cámara de diputados aprobó por unanimidad el dictamen de ley de ingresos de la Federación 2005 con un precio de barril de petróleo en 23 dólares, establecido por el senado de la república. ; B) No hay memoria de que en materia petrolera hayamos caído tan bajo. ; C) En la tribuna Camaral, PRD y PT afirmaron que los duendes aparecieron en el senado para hacer la modificación a lo enviado originalmente por los diputados. ; D) El viernes, los diputados alertaron del presunto error cometido por los senadores en la redacción de la minuta de la ley de ingresos.",B,0.6,UNAM,Lenguaje,
Fragmento en que predomina la argumentación:,"A) Un curso completo de redacción comprende el estudio de la morfosintaxis, de la lexicografía, la gramática filosófica y la semántica, de la estilística, la gramática histórica y la fraseología. Y también de la actividad práctica de la escritura y de la lectura constante. ; B) Debemos ser capaces de perdonar siempre. Perdonar significa olvidar la ofensa. Algunos dicen: 'perdono, pero no he olvidado'. No les crean: no han perdonado. Quien quiere perdonar y no olvidar la ofensa, no conoce el verdadero sentido del perdón. Un perdón implica olvido y desmemoria. ; C) El río comenzó a crecer hace tres noches, a eso de madrugada. Yo estaba muy dormido y sin embargo, el estruendo que traía el ruido al arrastrarse me hizo despertar enseguida y pegar con mi cobija en la mano, como si hubiera creído que había un derrumbe. ; D) Su alcoba, seguramente mudo testigo de apasionados sueños, encontraba velada por cortinajes rígidos como extrañas ondulaciones de nubes densas, y ella flotaba, persistente, el humo denso de los cigarros. Estaba amueblada con un pesado ajuar de pino, herencia de unos tíos lejanos y multimillonarios.",B,0.7,UNAM,Lenguaje,
"Uno lee entre líneas cuando deduce la información que recibe más de lo que ésta contiene. Por ejemplo, si en la novela aparece un personaje desalñado que camina cabizbajo y arrastrando los pies, no hace falta que el autor añada que al personaje le ha ido mal.",A) descripción ; B) narración ; C) argumentación ; D) exposición,B,0.6,UNAM,Lenguaje,
23. Fragmento en que predomina la argumentación:,"A) Un curso completo de redacción comprende el estudio de la morfosintaxis, de la lexicografía, la gramática filosófica y la semántica, de la estilística, la gramática histórica y la fraseología. Y también de la actividad práctica de la escritura y de la lectura constante. ; B) Debemos ser capaces de perdonar siempre. Perdonar significa olvidar la ofensa. Algunos dicen: 'perdono, pero no he olvidado'. No les crean: no han perdonado. Quien quiere perdonar y no olvidar la ofensa, no conoce el verdadero sentido del perdón. Un perdón implica olvido y desmemoria. ; C) El río comenzó a crecer hace tres noches, a eso de madrugada. Yo estaba muy dormido y sin embargo, el estruendo que traía el ruido al arrastrarse me hizo despertar enseguida y pegar con mi cobija en la mano, como si hubiera creído que había un derrumbe. ; D) Su alcoba, seguramente mudo testigo de apasionados sueños, encontraba velada por cortinajes rígidos como extrañas ondulaciones de nubes densas, y ella flotaba, persistente, el humo denso de los cigarros. Estaba amueblada con un pesado ajuar de pino, herencia de unos tíos lejanos y multimillonarios.",B,0.7,UNAM,Lenguaje,
24. Fragmento en que predomina la argumentación:,"A) Un curso completo de redacción comprende el estudio de la morfosintaxis, de la lexicografía, la gramática filosófica y la semántica, de la estilística, la gramática histórica y la fraseología. Y también de la actividad práctica de la escritura y de la lectura constante. ; B) Debemos ser capaces de perdonar siempre. Perdonar significa olvidar la ofensa. Algunos dicen: 'perdono, pero no he olvidado'. No les crean: no han perdonado. Quien quiere perdonar y no olvidar la ofensa, no conoce el verdadero sentido del perdón. Un perdón implica olvido y desmemoria. ; C) El río comenzó a crecer hace tres noches, a eso de madrugada. Yo estaba muy dormido y sin embargo, el estruendo que traía el ruido al arrastrarse me hizo despertar enseguida y pegar con mi cobija en la mano, como si hubiera creído que había un derrumbe. ; D) Su alcoba, seguramente mudo testigo de apasionados sueños, encontraba velada por cortinajes rígidos como extrañas ondulaciones de nubes densas, y ella flotaba, persistente, el humo denso de los cigarros. Estaba amueblada con un pesado ajuar de pino, herencia de unos tíos lejanos y multimillonarios.",B,0.7,UNAM,Lenguaje,
"En la oración: ""Aquellas abruptas montañas fueron durante años su morada"". El sujeto es:",A) su morada ; B) montañas ; C) Aquellas montañas ; D) Aquellas abruptas montañas,C,0.5,UNAM,Español,
¿Cuál enunciado tiene un sujeto morfológico?,A) El gato siamés tiró la leche ; B) El sonido de un caramillo resuena en silencio ; C) Después de tocar se da a una pastocita ; D) Parecía derrotado el equipo después del juego,A,0.5,UNAM,Español,
¿En cuál enunciado se usan preposiciones?,"A) El descuento a estudiantes es hasta hoy ; B) Si estudias, te compro todos los libros ; C) Luisa salió luego que te fuiste ; D) He trabajado mucho porque necesito el dinero",A,0.5,UNAM,Español,
"No daba importancia a nada, se olvidaba de todo En el enunciado anterior la inflexión de los verbos es:","A) Presente, indicativo ; B) Pasado, indicativo ; C) Copretérito, indicativo ; D) Pretérito, indicativo",B,0.5,UNAM,Español,
"Su vida, él la compara como la marcha de uno de esos troncps que van por el río. ¿Con qué número está marcada una preposición?",A) 1 ; B) 3 ; C) 4 ; D) 5,B,0.5,UNAM,Español,
Complemento circunstancial resaltado:,A) José duerme tranquilo durante el verano ; B) Elisa adelgazó mucho manteniéndose en el refrigerador ; C) Roberto puso mantequilla en el refrigerador ; D) El espejo del cuarto de baño de mi abuela se rompió,A,0.5,UNAM,Español,
"En el enunciado: ""Un poema de amor escribiré para ti cada mañana"". El objeto directo es:",A) Un poema de amor ; B) Yo ; C) escribiré ; D) para ti,A,0.5,UNAM,Español,
"¿Cuál forma verbal completa adecuadamente el siguiente enunciado? Si quisiera ir al cine con nosotros, ___________",A) Avisara ; B) Hubo avisado ; C) Habrá avisado ; D) Habría avisado,D,0.5,UNAM,Español,
Identifica la función de las palabras en mayúsculas y marca la opción correcta: Lo mela política ha sido mala PARA EL PUEBLO,A) complemento indirecto ; B) predicado ; C) circunstancial ; D) predicado nominal,C,0.5,UNAM,Español,
La decodificación del genoma humano permitirá resolver preguntas fundamentales para la,A) permitirá resolver ; B) resolver problemas ; C) resolver fundamentales ; D) preguntas fundamentales,A,0.5,UNAM,Español,
"En el enunciado anterior, el núcleo del predicado es:",A) permitirá resolver ; B) resolver problemas ; C) resolver fundamentales ; D) preguntas fundamentales,A,0.5,UNAM,Español,
Señala la opción cuyas palabras son sólo verbos:,"A) imaginó, creyó, esperó ; B) Matilde, pensó, dulce ; C) pensó, cambiando, llorar ; D) jugué, olvidé, has",A,0.5,UNAM,Español,
¿Cuál de las siguientes oraciones tiene subrayado el complemento circunstancial?,"A) El surrealismo fue un cambio radical en la pintura En los cuadros de esta corriente, las figuras se distorsionan o se pierden ; B) La mancha de color constituye el lenguaje de algunos pintores ; C) Aspira a reconciliar la realidad con el ideal ; D) Ninguno",A,0.5,UNAM,Español,
El enunciado con predicado subrayado es:,"A) ""/ivia hace algunos años en la colonia Roma ; B) En 1965, se trasmitió teatro por televisión ; C) Las costumbres han cambiado notablemente ; D) Nuestro idioma debe ser estudiado con seriedad",D,0.5,UNAM,Español,
Indica cuál enunciado tiene resaltado el verbo:,"A) Las calles de la ciudad son estrechas y tortuosas ; B) Las olas están muy altas ; C) La Internet es una gran red ; D) Por favor, juega conmigo",D,0.5,UNAM,Español,
Se han recuperado al menos OCHO mamuts. La palabra en mayúsculas es:,A) un sustantivo ; B) un adjetivo ; C) un adverbio ; D) una preposición,B,0.5,UNAM,Español,
¿Cuál de las siguientes oraciones contiene un predicado nominal?,A) La ciudad parecía pequeña ; B) Sus casas semejaban cajas de cartón ; C) Estrechas calles separaban unas de otras ; D) En la colina se distinguía claramente una ciudad,A,0.5,UNAM,Español,
El aire se hará MÁS REACTIVO. Las palabras escritas con mayúsculas funcionan como:,A) objeto directo ; B) objeto indirecto ; C) objeto circunstancial ; D) predicativo,D,0.5,UNAM,Español,
¿Cuál de los siguientes conjuntos está compuesto sólo por adjetivos?,"A) filial, tutelar, potable, cálido ; B) difícil, momia, vieja, natural ; C) reprobado, aromático, cansado, sol ; D) sopa, pesado, folleto, comprobado",A,0.5,UNAM,Español,
"En los alrededores de sus casas los habitantes cultivan pequeñas huertas. En el enunciado anterior, el objeto directo es:",A) los habitantes ; B) de sus casas ; C) pequeñas ; D) pequeñas huertas,D,0.5,UNAM,Español,
Señala la opción con sólo adjetivos:,"A) denso, difícil, rápido ; B) este, ese, según ; C) densidad, dificultad, rapidez ; D) suplemento, rápido, denso",A,0.5,UNAM,Español,
"De acuerdo con la relación de ANALOGÍA que se establece entre las palabras en mayúsculas del siguiente enunciado, señala la opción que presenta una relación semejante: DESESPERACIÓN - IMPROUDENCIA",A) distracción - accidente ; B) cansancio - confusión ; C) locura - malestar ; D) rapidez - enojo,B,0.5,UNAM,Español,
"Tu discurso barroco y con digresiones provocó ABURRIMIENTO en el auditorio y, en consecuencia, un generalizado BOSTEZO.",A) Ira - agresión ; B) Diversión - sonrisa ; C) Distracción - error ; D) Impaciencia - rebelión,B,0.5,UNAM,Español,
MÚSICO es a ORQUESTA como ACTOR a:,A) Obra de teatro ; B) Compañía teatral ; C) Función de teatro ; D) Foro de cine,B,0.5,UNAM,Español,
Sinónimo de OFRENDA:,A) Ofrecimiento ; B) regalo ; C) arreglo ; D) presente,A,0.5,UNAM,Español,
El significado de AUTODIDACTA es:,A) Quien se instruye a sí mismo ; B) Quien se mueve por sí mismo ; C) El que se informa solo a sí mismo ; D) Quien se adoctrina a sí mismo,A,0.5,UNAM,Español,
Sinónimo de PROLIFERACIÓN:,A) Acrecentamiento ; B) Frondosidad ; C) Acumulación ; D) Exuberancia,A,0.5,UNAM,Español,
Selecciona la palabra que no es sinónima a las demás del conjunto.,A) celoso ; B) puntual ; C) cumplido ; D) moroso,D,0.5,UNAM,Español,
Selecciona el sinónimo de las palabras mayúsculas. Considera el contexto: Los PRECURSores del ozono se alterarían...,A) derivados ; B) descendientes ; C) productores ; D) predecesores,D,0.5,UNAM,Español,
Selecciona el sinónimo de las palabras mayúsculas. En el proceso CONVERGIERON diferentes disciplinas.,A) volvieron ; B) confluyeron ; C) clasificaron ; D) divergieron,B,0.5,UNAM,Español,
Selecciona el antónimo de las palabras en mayúsculas es: No hemos oído hablar a alguien que PUGNA por expresarse correctamente?,A) descarta ; B) olvida ; C) somete ; D) renuncia,D,0.5,UNAM,Español,
El camino hacia el éxito resulto INASEQUIBLE.,A) engañoso ; B) despejado ; C) difícil ; D) accesible,D,0.5,UNAM,Español,
LARGA-CORTA así como:,A) utopia - realidad ; B) larga - estrecha ; C) estrecha - angosta ; D) larga - amplia,C,0.5,UNAM,Español,
"Cuando los cantares de gesta cayeron, la épica española tuvo un nuevo FLORECIMIENTO en el romancero",A) aumento ; B) adelanto ; C) descenso ; D) desarrollo,C,0.5,UNAM,Español,
El antónimo de las palabras en mayúsculas es:,A) detendría ; B) obtendría ; C) instigaría ; D) produciría,A,0.5,UNAM,Español,
El antónimo de las palabras en mayúsculas es: Elisa sólo quería salir de aquel lugar LÚGUBRE,A) luctuoso ; B) lamentable ; C) fuminoso ; D) esplendido,D,0.5,UNAM,Español,
Marca la opción que contenga HOMÓFONOS,A) rallado - cayado ; B) trivial - tribal ; C) catar - atacar ; D) asimilar - similar,B,0.5,UNAM,Español,
¿En cuál de las siguientes oraciones se ha subrayado el complemento directo?,"A) Allá estaban los pantanos ; B) Los gitanos navegaban seis meses por esa ruta ; C) Eché en una mochila sus instrumentos de orientación y sus mapas ; D) Durante diez días, no volvieron a ver el sol",C,0.5,UNAM,Español,
